age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,name,id,age_group,is_new_customer,has_success_before,contact_month,campaign_efficiency
42,1,1,2,1,0,0,1,4,3,41,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Johnson,Z8SAKN1V,36-45,1,0,telephone_jun,0.0
32,4,2,6,0,2,0,1,4,3,344,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Brown,CCQHRG7P,26-35,1,0,telephone_jun,0.0
37,0,1,3,0,2,0,1,4,3,167,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Smith,E729AWLE,36-45,1,0,telephone_jun,0.0
39,10,1,2,1,2,0,1,4,3,605,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Williams,AK2H277W,36-45,1,0,telephone_jun,0.0
42,1,0,3,0,2,0,1,4,3,226,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Hernandez,A57X3068,36-45,1,0,telephone_jun,0.0
30,9,2,6,0,0,0,1,4,3,179,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Johnson,C000TPL3,26-35,1,0,telephone_jun,0.0
33,10,0,5,0,2,0,1,4,3,353,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Hernandez,6U4PHBAN,26-35,1,0,telephone_jun,0.0
39,1,1,2,1,2,0,1,4,3,34,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Garcia,6IWCVERZ,36-45,1,0,telephone_jun,0.0
43,9,1,5,0,0,0,1,4,3,161,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Smith,F3GGAS90,36-45,1,0,telephone_jun,0.0
56,3,0,0,1,2,0,1,4,3,77,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Davis,K3MYTJ1J,46-60,1,0,telephone_jun,0.0
38,0,1,6,0,0,2,1,4,3,346,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Jones,7AZD8CFB,36-45,1,0,telephone_jun,0.0
51,1,1,0,1,0,2,1,4,3,781,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Chris Garcia,I7EIU6T8,46-60,1,0,telephone_jun,0.0
44,0,0,3,1,0,0,1,4,3,81,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Davis,X76J8XE0,36-45,1,0,telephone_jun,0.0
36,4,1,6,0,2,0,1,4,3,269,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Garcia,R3234XAC,36-45,1,0,telephone_jun,0.0
41,7,1,3,1,2,2,1,4,3,31,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Jones,ZDT5MFSI,36-45,1,0,telephone_jun,0.0
39,8,2,7,0,2,0,1,4,3,367,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Martinez,9RQV0Y0O,36-45,1,0,telephone_jun,0.0
32,9,1,5,0,2,0,1,4,3,229,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Davis,XSXJ41E7,26-35,1,0,telephone_jun,0.0
49,0,2,7,1,1,1,1,4,3,479,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Davis,06X2PSMV,46-60,1,0,telephone_jun,0.0
47,0,1,6,0,0,2,1,4,3,24,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Brown,T2LPZI2Z,46-60,1,0,telephone_jun,0.0
33,1,1,2,0,0,2,1,4,3,16,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Brown,3412KG7M,26-35,1,0,telephone_jun,0.0
47,9,1,5,0,0,0,1,4,3,88,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Miller,BWTLOR88,46-60,1,0,telephone_jun,0.0
37,1,1,1,1,0,0,1,4,3,714,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Hernandez,0S33PU15,36-45,1,0,telephone_jun,0.0
45,0,0,6,1,2,0,1,4,3,205,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Davis,HQXNNYEZ,36-45,1,0,telephone_jun,0.0
38,1,1,5,0,0,0,1,4,3,291,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Garcia,UA5UGXC0,36-45,1,0,telephone_jun,0.0
57,3,1,1,1,0,0,1,4,3,986,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Williams,X6251NKA,46-60,1,0,telephone_jun,0.0
57,6,1,7,1,2,0,1,4,3,279,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Hernandez,4ZN8D1BI,46-60,1,0,telephone_jun,0.0
31,0,1,3,0,2,0,1,4,3,166,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Jones,RAPRYYEI,26-35,1,0,telephone_jun,0.0
35,1,1,1,0,0,0,1,4,3,92,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Miller,0G93AOWA,26-35,1,0,telephone_jun,0.0
58,5,1,0,0,2,0,1,4,3,254,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Brown,I694WARF,46-60,1,0,telephone_jun,0.0
57,4,0,6,1,2,2,1,4,3,236,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Martinez,PN1FMWDR,46-60,1,0,telephone_jun,0.0
30,9,2,5,0,0,0,1,4,3,19,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Garcia,SG0XU139,26-35,1,0,telephone_jun,0.0
50,0,1,6,1,2,0,1,4,3,93,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Miller,Z5A0SBL3,46-60,1,0,telephone_jun,0.0
43,10,1,2,1,2,0,1,4,3,200,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Smith,Z5SOKPG4,36-45,1,0,telephone_jun,0.0
33,9,1,6,0,0,0,1,4,3,176,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Johnson,1Z98BI5J,26-35,1,0,telephone_jun,0.0
32,0,2,6,0,2,0,1,4,3,1162,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Smith,JPKE2090,26-35,1,0,telephone_jun,0.0
28,2,1,2,0,2,0,1,4,3,1848,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Laura Hernandez,MXPSIQ49,26-35,1,0,telephone_jun,0.0
30,6,2,6,0,0,2,1,4,3,74,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Smith,OZ203Q6G,26-35,1,0,telephone_jun,0.0
37,4,1,6,0,0,0,1,4,3,490,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Katie Martinez,OEZRWEF1,36-45,1,0,telephone_jun,0.0
50,7,0,3,0,0,0,1,4,3,291,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Miller,28AJC2QB,46-60,1,0,telephone_jun,0.0
31,1,1,2,1,2,0,1,4,3,1051,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Jane Brown,Z6RKIN4D,26-35,1,0,telephone_jun,0.0
27,3,1,2,1,2,0,1,4,3,614,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Martinez,ZH1Q0BJ1,26-35,1,0,telephone_jun,0.0
35,7,2,3,1,2,0,1,4,3,437,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Miller,CFYG9TJV,26-35,1,0,telephone_jun,0.0
22,8,2,3,0,1,1,1,4,3,1199,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Garcia,L4594YPR,18-25,1,0,telephone_jun,0.0
50,1,1,0,1,0,0,1,4,3,209,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Brown,Q4GBF0MC,46-60,1,0,telephone_jun,0.0
37,9,1,3,1,2,0,1,4,3,115,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Williams,OAAGQXZD,36-45,1,0,telephone_jun,0.0
25,10,2,3,1,2,0,1,4,3,292,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Johnson,9REX6VKM,18-25,1,0,telephone_jun,0.0
40,0,1,6,0,2,0,1,4,3,370,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Brown,G90JW8GK,36-45,1,0,telephone_jun,0.0
57,4,1,6,1,2,0,1,4,3,412,7,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Johnson,ENYR2CFH,46-60,1,0,telephone_jun,0.0
50,1,0,2,1,0,0,1,4,3,108,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Williams,ENB1OZ2Q,46-60,1,0,telephone_jun,0.0
43,0,2,3,0,0,2,1,4,3,495,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Miller,QIBF482I,36-45,1,0,telephone_jun,0.0
60,6,1,5,1,0,0,1,4,3,247,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Garcia,3WDDFP66,46-60,1,0,telephone_jun,0.0
44,9,1,5,0,2,0,1,4,3,57,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Martinez,D8E7MS54,36-45,1,0,telephone_jun,0.0
33,7,1,3,1,2,0,1,4,3,1345,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Sarah Johnson,LOY6HHLQ,26-35,1,0,telephone_jun,0.0
55,5,1,5,0,0,2,1,4,3,107,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Hernandez,ZLJ498HN,46-60,1,0,telephone_jun,0.0
45,1,1,1,1,0,0,1,4,3,171,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Johnson,X6RH1NTB,36-45,1,0,telephone_jun,0.0
33,9,2,5,0,2,0,1,4,3,66,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Jones,GDSKTC49,26-35,1,0,telephone_jun,0.0
56,10,0,6,1,2,0,1,4,3,447,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Garcia,8NCOSNF6,46-60,1,0,telephone_jun,0.0
54,9,1,5,0,2,0,1,4,3,167,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Williams,V1B8N1BN,46-60,1,0,telephone_jun,0.0
53,1,1,2,0,0,2,1,4,3,668,8,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Brown,6GMHHZKH,46-60,1,0,telephone_jun,0.0
41,0,0,3,0,2,0,1,4,3,204,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Hernandez,JOJ1YL5F,36-45,1,0,telephone_jun,0.0
28,8,2,3,1,0,0,1,4,3,256,9,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Garcia,VJZG3MS4,26-35,1,0,telephone_jun,0.0
52,1,0,3,0,0,0,1,4,3,676,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,David Johnson,PLMFUXUJ,46-60,1,0,telephone_jun,0.0
27,7,2,3,0,2,0,1,4,3,170,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Hernandez,SPZ8G832,26-35,1,0,telephone_jun,0.0
28,9,2,5,0,0,2,1,4,3,63,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Miller,53B0IR09,26-35,1,0,telephone_jun,0.0
40,9,1,2,1,2,0,1,4,3,168,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Smith,K9FCI9DP,36-45,1,0,telephone_jun,0.0
59,1,1,1,0,2,0,1,4,3,133,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Johnson,4W16F9FL,46-60,1,0,telephone_jun,0.0
41,7,1,3,0,2,0,1,4,3,153,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Davis,W8E1DR1E,36-45,1,0,telephone_jun,0.0
32,1,1,2,0,2,2,1,4,3,118,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Garcia,GG5P1ZZF,26-35,1,0,telephone_jun,0.0
35,9,1,5,0,2,0,1,4,3,117,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Johnson,NUDYUEDA,26-35,1,0,telephone_jun,0.0
52,9,1,3,0,0,0,1,4,3,572,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Hernandez,3I1GDTG4,46-60,1,0,telephone_jun,0.0
38,0,2,7,1,0,0,1,4,3,681,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Martinez,C6A90245,36-45,1,0,telephone_jun,0.0
47,9,1,5,0,2,0,1,4,3,59,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Miller,I3618AH8,46-60,1,0,telephone_jun,0.0
37,7,0,3,0,2,0,1,4,3,42,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Williams,EQ361ZND,36-45,1,0,telephone_jun,0.0
32,6,1,2,0,2,2,1,4,3,408,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Garcia,MYISMUNR,26-35,1,0,telephone_jun,0.0
48,1,1,7,1,2,2,1,4,3,127,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Martinez,BTD5UAD1,46-60,1,0,telephone_jun,0.0
39,1,1,3,0,2,2,1,4,3,314,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Jones,SBOBSWQA,36-45,1,0,telephone_jun,0.0
33,0,1,6,0,0,2,1,4,3,277,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Martinez,4CZ6GTRA,26-35,1,0,telephone_jun,0.0
36,2,2,6,0,0,0,1,4,3,140,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Miller,M1HW3LC0,36-45,1,0,telephone_jun,0.0
50,2,1,6,0,0,0,1,4,3,424,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Martinez,5MCJH1UP,46-60,1,0,telephone_jun,0.0
37,0,2,3,0,2,2,1,4,3,159,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Williams,VXQIP836,36-45,1,0,telephone_jun,0.0
30,2,1,5,0,2,0,1,4,3,775,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Alex Smith,HTWU52A2,26-35,1,0,telephone_jun,0.0
57,6,1,6,1,0,0,1,4,3,187,7,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Jones,0D054H7W,46-60,1,0,telephone_jun,0.0
36,1,1,5,1,2,2,1,4,3,102,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Garcia,WUYE6IB9,36-45,1,0,telephone_jun,0.0
30,6,2,6,0,2,0,1,4,3,2621,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,yes,Michael Hernandez,DM4S0MI9,26-35,1,0,telephone_jun,0.0
33,0,1,3,0,0,0,1,4,3,96,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Smith,JT8HJ893,26-35,1,0,telephone_jun,0.0
50,0,1,3,0,2,0,1,4,3,167,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Jones,JX7OQRLN,46-60,1,0,telephone_jun,0.0
29,7,1,3,0,0,0,1,4,3,200,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Martinez,FACEMB0T,26-35,1,0,telephone_jun,0.0
46,7,1,5,0,0,0,1,4,3,75,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Hernandez,XH330JU0,46-60,1,0,telephone_jun,0.0
22,7,2,0,0,2,0,1,4,3,249,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Miller,TO5VS6NT,18-25,1,0,telephone_jun,0.0
50,0,1,3,1,2,0,1,4,3,85,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Hernandez,XOBQKJQO,46-60,1,0,telephone_jun,0.0
45,4,1,6,0,2,0,1,4,3,134,7,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Smith,D97VC654,36-45,1,0,telephone_jun,0.0
47,0,1,6,0,2,0,1,4,3,50,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Williams,70JA4XZ1,46-60,1,0,telephone_jun,0.0
37,9,1,6,0,2,0,1,4,3,173,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Hernandez,BL9UFAMU,36-45,1,0,telephone_jun,0.0
42,6,1,7,0,2,0,1,4,3,60,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Smith,01XATC83,36-45,1,0,telephone_jun,0.0
39,10,1,5,1,0,0,1,4,3,320,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Hernandez,KLNK13ND,36-45,1,0,telephone_jun,0.0
37,9,1,5,0,0,0,1,4,3,854,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Smith,MLPTHU3B,36-45,1,0,telephone_jun,0.0
51,7,1,3,0,0,0,1,4,3,236,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Garcia,IS59BZLU,46-60,1,0,telephone_jun,0.0
55,9,1,2,0,2,0,1,4,3,183,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Johnson,94UFXSWJ,46-60,1,0,telephone_jun,0.0
28,0,1,3,0,2,0,1,4,3,185,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Brown,KF8B0VKP,26-35,1,0,telephone_jun,0.0
43,9,1,5,0,2,0,1,4,3,41,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Davis,KG6VRB6L,36-45,1,0,telephone_jun,0.0
40,7,1,1,1,0,2,1,4,3,39,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Martinez,4J2SN12I,36-45,1,0,telephone_jun,0.0
32,7,1,2,0,0,0,1,4,3,138,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Davis,897LCCSP,26-35,1,0,telephone_jun,0.0
43,0,1,6,0,2,0,1,4,3,411,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Martinez,SREDGHUG,36-45,1,0,telephone_jun,0.0
56,5,1,0,0,0,0,1,4,3,394,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Johnson,1DURTZ2N,46-60,1,0,telephone_jun,0.0
26,1,1,2,0,2,0,1,4,3,209,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Smith,QJI12UK8,26-35,1,0,telephone_jun,0.0
26,0,1,3,0,2,0,1,4,3,266,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Hernandez,L1G3AAUK,26-35,1,0,telephone_jun,0.0
36,6,1,6,0,2,0,1,4,3,134,7,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Garcia,AF2V9UT6,36-45,1,0,telephone_jun,0.0
38,0,1,6,0,0,0,1,4,3,311,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Hernandez,VBZC2N0K,36-45,1,0,telephone_jun,0.0
47,1,1,7,1,0,0,1,4,3,705,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Smith,QQ33STE0,46-60,1,0,telephone_jun,0.0
28,1,1,1,1,2,0,1,4,3,89,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Smith,22FPZ4SR,26-35,1,0,telephone_jun,0.0
39,0,1,3,0,0,0,1,4,3,93,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Garcia,6QBYGFBR,36-45,1,0,telephone_jun,0.0
50,4,1,0,1,0,0,1,4,3,847,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Williams,GG3SN2ND,46-60,1,0,telephone_jun,0.0
40,0,1,3,1,0,0,1,4,3,675,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Davis,08DUA2JD,36-45,1,0,telephone_jun,0.0
50,3,0,0,1,2,2,1,4,3,273,27,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Hernandez,IA9MQYUH,46-60,1,0,telephone_jun,0.0
33,0,2,3,1,0,2,1,4,3,162,7,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Davis,PMVY419R,26-35,1,0,telephone_jun,0.0
54,0,0,6,0,0,0,1,4,3,213,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Jones,HNN9KWU1,46-60,1,0,telephone_jun,0.0
29,0,2,6,0,0,0,1,4,3,641,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Williams,0Q9W54GN,26-35,1,0,telephone_jun,0.0
33,0,2,6,0,2,0,1,4,3,61,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Davis,N76TDD2W,26-35,1,0,telephone_jun,0.0
29,8,1,3,0,0,2,1,4,3,136,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Garcia,754ZER5W,26-35,1,0,telephone_jun,0.0
27,9,2,3,0,0,0,1,4,3,187,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Williams,5HZTQCO0,26-35,1,0,telephone_jun,0.0
57,1,1,0,1,0,0,1,4,3,332,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Jones,LD3MH7FI,46-60,1,0,telephone_jun,0.0
34,2,2,5,0,0,0,1,4,3,76,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Williams,V8JVPDQS,26-35,1,0,telephone_jun,0.0
28,7,2,3,0,0,0,1,4,3,406,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Johnson,PDLJMH0T,26-35,1,0,telephone_jun,0.0
35,0,1,6,0,0,2,1,4,3,544,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Williams,HM15YICW,26-35,1,0,telephone_jun,0.0
35,6,1,2,0,2,0,1,4,3,363,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Williams,VP3HMGE0,26-35,1,0,telephone_jun,0.0
50,1,2,2,1,0,0,1,4,3,756,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Brown,ASDSYJTG,46-60,1,0,telephone_jun,0.0
45,1,1,1,1,2,0,1,4,3,117,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Miller,E8PWSGS1,36-45,1,0,telephone_jun,0.0
40,2,1,0,1,2,0,1,4,3,76,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Brown,DCK7PPM9,36-45,1,0,telephone_jun,0.0
41,4,1,1,0,0,2,1,4,3,271,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Johnson,B70PLDYC,36-45,1,0,telephone_jun,0.0
58,0,2,5,1,0,0,1,4,3,203,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Johnson,GRFBS2X7,46-60,1,0,telephone_jun,0.0
36,1,1,6,1,0,0,1,4,3,338,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Jones,GYQKP55I,36-45,1,0,telephone_jun,0.0
36,0,2,6,0,0,0,1,4,3,70,10,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Davis,4YRUQFGB,36-45,1,0,telephone_jun,0.0
37,0,1,6,0,0,0,1,4,3,198,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Miller,CBHZ7V4B,36-45,1,0,telephone_jun,0.0
37,9,1,3,0,2,0,1,4,3,398,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Hernandez,KN9O8REQ,36-45,1,0,telephone_jun,0.0
42,0,1,3,1,0,0,1,4,3,956,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Garcia,GVZAEWOL,36-45,1,0,telephone_jun,0.0
54,9,1,5,1,2,2,1,4,3,76,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Hernandez,DBASNCR5,46-60,1,0,telephone_jun,0.0
39,1,1,0,1,0,0,1,4,3,264,16,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Davis,TYJA0QHJ,36-45,1,0,telephone_jun,0.0
39,0,1,6,0,0,0,1,4,3,979,9,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Brown,7I6QCULX,36-45,1,0,telephone_jun,0.0
30,1,1,0,0,0,0,1,4,3,89,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Garcia,FJC6DBQ7,26-35,1,0,telephone_jun,0.0
39,2,1,3,0,0,0,1,4,3,135,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Katie Smith,KTRYESRU,36-45,1,0,telephone_jun,0.0
40,7,2,3,0,0,0,1,4,3,420,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Jones,BFNDR5AZ,36-45,1,0,telephone_jun,0.0
37,9,2,3,1,0,0,1,4,3,548,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Emily Williams,ZMUFZIDM,36-45,1,0,telephone_jun,0.0
52,10,1,3,0,2,0,1,4,3,235,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Williams,P5J1L4ZB,46-60,1,0,telephone_jun,0.0
56,0,1,7,0,2,0,1,4,3,87,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Martinez,STZE42W6,46-60,1,0,telephone_jun,0.0
43,1,1,1,0,2,0,1,4,3,169,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Michael Jones,HZKODDGP,36-45,1,0,telephone_jun,0.0
31,4,1,3,0,2,2,1,4,3,343,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Hernandez,XSA0H8JL,26-35,1,0,telephone_jun,0.0
42,10,1,5,0,2,0,1,4,3,88,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Chris Brown,JDE3DGMA,36-45,1,0,telephone_jun,0.0
26,0,2,0,0,2,2,1,4,3,68,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Davis,AKA8MWBW,26-35,1,0,telephone_jun,0.0
39,7,1,3,0,0,0,1,4,3,77,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Laura Williams,042IDXYS,36-45,1,0,telephone_jun,0.0
42,4,1,2,0,2,0,1,4,3,116,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,David Davis,K5T2K0HS,36-45,1,0,telephone_jun,0.0
44,7,2,3,0,0,0,1,4,3,363,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Martinez,BZF4GG1S,36-45,1,0,telephone_jun,0.0
30,1,0,2,0,2,0,1,4,3,116,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Sarah Garcia,FIREF4P6,26-35,1,0,telephone_jun,0.0
42,1,1,1,1,0,0,1,4,3,311,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Jane Jones,0S80YRE3,36-45,1,0,telephone_jun,0.0
45,11,1,7,1,2,2,1,4,3,138,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Brown,WT23BAZZ,36-45,1,0,telephone_jun,0.0
44,2,1,0,1,0,0,1,4,3,48,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,John Johnson,Q69QP1I1,36-45,1,0,telephone_jun,0.0
44,1,1,3,1,0,0,1,4,3,390,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,no,Alex Davis,I0SK0Q5A,36-45,1,0,telephone_jun,0.0
